# id:7-4233.6-21 
0,572.6041848554
1,856.07409382584
2,691.42838855457
3,587.85579494523
4,660.56976243967
5,754.17237927951
6,900.80349987974
7,715.07967257421
8,-159.53284963215
9,673.29320271041
10,850.99393083339
11,439.51203154493
12,422.91907766182
13,754.00220517707
14,899.65419924253
15,195.22659139097
16,762.92838012583
17,506.68397600019
18,432.26578104347
19,540.64734728482
20,991.44198222187
21,637.56442538626
22,418.42036051509
23,1056.2607116443
24,920.38437152866
25,718.72443980187
26,544.98380341022
27,493.34878632177
28,864.72755665042
29,888.8623623861
30,484.47991057418
31,489.85850654309
32,1120.0752276754
33,757.90672315293
34,461.86693645514
35,729.76305791139
36,562.2330949166
37,1124.3189127311
38,165.62390167832
39,1021.6085318774
40,914.03341084874
41,772.66030911176
42,703.37948946949
43,661.4966736348
44,659.95507477572
45,762.60843016578
46,442.66806223952
47,794.82808599705
48,446.86730441453
49,96.455336564716
50,198.79815495914
51,987.12720844367
52,453.90822516807
53,561.15468180857
54,981.64164447869
55,1214.2185799546
56,930.91656705653
57,480.56166615416
58,687.99325677139
59,858.30030203629
60,1200.8852170691
61,899.03255004395
62,576.85638267259
63,454.21586638905
64,160.25008692064
65,949.28879489432
66,529.08463353029
67,622.08090194409
68,899.77967374603
69,16.67371450561
70,672.88877866146
71,986.79846789773
72,1219.8067257113
73,951.3509256934
74,933.55968422244
75,1245.5580819573
76,952.63005059167
77,905.38639163296
78,816.06699012932
79,564.060544253
80,1055.9832775818
81,853.06592202613
82,695.01101918059
83,876.91012160386
84,927.61260725101
85,818.21842452127
86,1335.2576603762
87,1267.1863383358
88,1017.6090992583
89,1111.4690830941
90,1196.9276372273
91,786.74057183526
92,1187.1141953974
93,1198.0122566322
94,698.46470947074
95,867.29595312472
96,365.45369159452
97,798.16260731208
98,1037.8110817727
99,759.86157029017
100,1093.6573573261
101,905.55546928388
102,1079.0608715704
103,950.0540845267
104,915.36290429493
105,561.45689457459
106,1077.0097769077
107,920.26939751011
108,784.66205244087
109,720.47116338916
110,754.84097822343
111,924.20807223408
112,1079.8571588414
113,749.66613647107
114,733.73405215817
115,1032.2459816744
116,761.90395518885
117,834.10761356986
118,1019.5390431028
119,734.06606445887
120,862.91614476739
121,1571.2916029547
122,843.3018928008
123,955.73868968557
124,1124.8017349906
125,872.7323596496
126,1080.6200244245
127,808.24592862793
128,1031.047689393
129,836.78323547522
130,1233.2799480637
131,1480.0809750085
132,1170.8330688133
133,1168.081725331
134,754.8926734564
135,1203.5236424053
136,1142.8008402385
137,1050.4352262844
138,843.72453910643
139,571.00436272025
140,867.02002072472
141,1211.1192071999
142,1449.0950978423
143,1039.4353181765
144,927.17651688961
145,849.83347111716
146,776.99476457103
147,1334.5485943071
148,851.67714933666
149,875.14822512404
150,940.88845781518
151,788.60053614647
152,1321.1212417227
153,631.77365830685
154,525.14791998785
155,698.05950748559
156,1042.6169015503
157,1056.8170115998
158,769.32901291299
159,789.68142153659
160,967.70890824476
161,949.32872464346
162,881.01763002162
163,642.11332456833
164,1403.0470990673
165,919.7087342699
166,1089.4991569329
167,759.2335035289
168,900.2022458126
169,1256.139334139
170,592.11418704951
171,880.51137538714
172,842.55696388017
173,784.32632936363
174,1103.8558285114
175,869.74447157929
176,1246.7063137796
177,550.20672310485
178,1302.0161952663
179,1090.3737506674
180,839.98488721117
181,1325.7945394892
182,1156.8629085621
183,1180.2263861202
184,1074.5682722432
185,1490.2555591197
186,809.09118142495
187,815.15861228197
188,1136.4964667961
189,1572.5750782377
190,1562.8743077866
191,1198.8429248545
192,1220.5215971149
193,1010.4789723136
194,1156.129942465
195,754.56920063158
196,1017.8971544184
197,968.59340290595
198,1015.7887064522
199,1304.5488748692
